DateTime,AddedIPs,RemovedIPs
1480507365,0,2
1480510966,2,0
1480514625,3,3
1480516844,2,1
1480521765,1,2
1480525425,1,2
1480527105,1,4
1480535085,4,4
1480539765,0,3
1480543425,4,5
1480545405,3,0
1480550567,1,3
1480554166,0,1
1480557765,0,6
1480561365,1,0
1480563705,2,2
1480568565,2,5
1480572226,3,0
1480573965,1,0
1480575767,0,2
1480579367,2,6
1480582966,3,3
1480584646,3,0
1480590165,2,2
1480593767,0,3
1480600966,1,0
1480603366,1,0
1480604567,0,3
1480608227,1,3
1480611767,2,0
1480613506,3,1
1480615370,0,6
1480618967,2,0
1480622326,2,1
1480626230,1,2
1480629768,3,2
1480632166,1,0
1480636966,2,0
1480640567,2,1
1480642246,2,2
1480647826,0,2
1480650166,4,2
1480651367,0,1
1480654966,3,3
1480658626,2,2
1480660607,3,1
1480662171,0,3
1480665767,4,0
1480669368,1,0
1480671107,2,2
1480672967,0,4
1480676568,1,0
1480680228,1,1
1480683826,1,0
1480687367,4,7
1480689767,4,0
1480690967,0,8
1480694567,6,3
1480699907,4,0
1480705427,2,4
1480708187,4,0
1480712569,3,4
1480716171,1,2
1480718567,4,1
1480723367,3,2
1480726967,2,5
1480728648,1,0
1480734167,2,7
1480736568,2,2
1480737769,0,4
1480741369,3,0
1480744969,2,7
1480747377,2,0
1480752177,0,2
1480755777,0,4
1480762977,4,6
1480765857,1,0
1480770237,1,4
1480773839,2,0
1480776117,2,2
1480777378,0,1
1480780979,2,0
1480784577,3,3
1480786257,3,3
1480788177,0,3
1480791777,3,0
1480795138,1,1
1480798977,4,3
1480802577,1,2
1480804797,5,0
1480809779,4,5
1480813378,2,1
1480820580,2,0
1480823038,2,2
1480824178,0,5
1480827778,3,0
1480831378,3,3
1480833778,2,1
1480838578,2,9
1480843858,1,3
1480845778,0,2
1480849381,1,1
1480852978,1,2
1480856578,2,3
1480860179,1,0
1480862518,2,2
1480867380,3,1
1480870980,1,0
1480872718,3,2
1480881780,1,5
1480885378,3,0
1480888978,1,4
1480891139,4,0
1480896178,0,1
1480899778,1,3
1480901459,1,2
1480906980,1,4
1480909799,2,0
1480914179,3,2
1480917779,2,1
1480924979,4,5
1480928580,1,0
1480930319,1,3
1480935781,1,4
1480938839,3,0
1480939379,0,2
1480942979,2,0
1480946579,0,4
1480948919,4,0
1480950179,0,6
1480953779,1,0
1480957379,4,2
1480959060,4,0
1480964580,2,6
1480966860,6,1
1480968179,0,2
1480971781,5,0
1480975380,1,9
1480977120,1,0
1480978981,0,3
1480982580,4,4
1480986181,3,0
1480989782,2,3
1480993381,1,1
1480995780,4,0
1481000580,2,8
1481004180,2,5
1481005860,4,0
1481007782,0,3
1481011380,1,0
1481014020,1,4
1481014980,0,2
1481018580,3,3
1481022182,0,2
1481025781,1,0
1481029380,0,6
1481032980,0,5
1481034611,3,0
1481036580,0,3
1481040182,2,0
1481043781,3,3
1481047380,1,0
1481050983,0,4
1481052721,2,0
1481054583,0,3
1481058181,3,5
1481063409,5,5
1481065382,0,1
1481068982,2,4
1481071741,4,0
1481072582,0,2
1481076183,1,3
1481079781,1,0
1481082121,4,2
1481083381,0,1
1481086984,2,1
1481090582,4,0
1481092212,2,5
1481094121,0,4
1481097781,2,0
1481100422,4,2
1481101382,0,1
1481104983,3,3
1481108583,1,1
1481110922,1,0
1481115782,0,2
1481121010,3,0
1481126583,0,4
1481130182,4,2
1481133782,6,1
1481137323,2,3
1481140984,0,1
1481144582,2,3
1481146863,2,0
1481148123,0,3
1481151787,3,0
1481155384,1,2
1481157063,1,0
1481162582,1,2
1481166184,0,2
1481169783,3,1
1481173383,2,2
1481175123,5,0
1481176982,0,4
1481180583,1,0
1481184183,7,3
1481185863,5,0
1481191383,4,5
1481194985,1,3
1481198583,2,0
1481202183,2,2
1481203923,3,0
1481205783,0,3
1481209385,3,1
1481212984,2,0
1481214611,2,2
1481216584,0,2
1481220126,2,2
1481223727,3,2
1481227386,5,1
1481230986,1,2
1481232726,0,2
1481238186,3,4
1481241786,1,1
1481243410,1,0
1481245388,0,1
1481248988,2,0
1481251628,1,1
1481256128,4,3
1481259730,3,3
1481261530,2,1
1481266991,2,8
1481270589,3,8
1481272211,1,0
1481274129,0,3
1481277791,4,1
1481281391,1,3
1481284990,2,1
1481288590,5,0
1481290331,1,2
1481295792,1,2
1481299392,3,6
1481306593,1,3
1481309173,4,2
1481310193,0,1
1481313795,0,2
1481317333,1,0
1481319674,3,1
1481324595,5,3
1481328135,3,3
1481329814,1,0
1481335395,1,6
1481337974,0,1
1481342534,3,4
1481346196,3,0
1481348534,3,2
1481349794,0,4
1481353394,3,2
1481356934,1,2
1481364195,1,1
1481367315,2,4
1481367794,0,3
1481371396,4,0
1481374996,1,0
1481377034,2,1
1481382194,3,1
1481385797,2,7
1481387475,3,0
1481392997,1,3
1481400135,2,2
1481403796,2,2
1481405835,2,1
1481407337,0,3
1481410995,6,1
1481421797,1,1
1481425396,2,4
1481428997,4,3
1481432537,1,0
1481434875,0,4
1481436196,0,3
1481439796,2,2
1481443396,2,0
1481445015,1,5
1481446997,0,2
1481453175,4,4
1481454196,0,2
1481457796,3,0
1481461336,4,2
1481463736,3,0
1481468597,3,4
1481472197,4,4
1481473876,2,0
1481475736,0,3
1481479398,2,0
1481482937,1,7
1481486597,1,0
1481490196,1,2
1481492536,6,1
1481493796,0,4
1481497398,3,0
1481500996,1,2
1481502617,2,0
1481508196,1,3
1481515338,1,7
1481518996,3,0
1481521216,0,4
1481526136,2,4
1481529798,1,4
1481531477,1,0
1481536938,3,4
1481540537,0,1
1481544197,2,3
1481547797,3,4
1481550077,1,0
1481554937,1,1
1481557517,3,3
1481558597,0,3
1481562137,2,0
1481565798,1,3
1481567477,1,1
1481572999,4,3
1481576597,2,1
1481578217,6,0
1481580197,1,0
1481583797,6,3
1481586257,4,0
1481590937,1,2
1481594597,1,1
1481596818,1,0
1481598139,0,5
1481601739,3,2
1481607078,2,0
1481612538,2,6
1481619800,0,6
1481623338,1,3
1481625378,1,1
1481630598,5,1
1481634138,1,2
1481635878,0,1
1481641399,3,6
1481644998,3,2
1481648600,1,5
1481652142,3,2
1481654538,1,0
1481655800,0,1
1481659400,3,5
1481663000,4,0
1481664678,2,0
1481670199,4,7
1481673799,1,0
1481677401,1,3
1481683282,1,0
1481684600,0,3
1481688201,5,1
1481691740,1,0
1481693420,1,0
1481695401,0,5
1481699001,3,4
1481702600,1,0
1481706201,0,1
1481709800,4,6
1481711480,4,0
1481713401,0,5
1481720605,1,0
1481724202,1,1
1481727740,0,4
1481729480,2,0
1481735000,1,7
1481740280,4,0
1481742200,0,4
1481745742,3,4
1481748261,4,0
1481752942,3,6
1481756541,2,2
1481758821,1,0
1481763921,1,4
1481767101,1,0
1481771002,2,3
1481774541,3,0
1481776941,3,3
1481781802,2,6
1481785341,2,0
1481787081,0,2
1481788941,0,3
1481792602,2,0
1481796201,1,4
1481803341,3,1
1481805622,1,0
1481810541,0,1
1481814141,3,6
1481815821,2,0
1481821403,4,2
1481825003,0,3
1481828603,3,0
1481832141,5,3
1481834482,4,1
1481835743,0,3
1481839343,3,1
1481843003,7,0
1481844682,0,3
1481846602,0,3
1481850202,0,2
1481857402,1,5
1481860943,2,0
1481863343,3,0
1481868203,1,2
1481871805,1,5
1481873486,4,4
1481878945,2,1
1481881888,0,2
1481886143,1,3
1481891548,2,1
1481896943,1,0
1481900545,0,3
1481902285,1,0
1481904145,0,2
1481907743,1,1
1481911345,2,1
1481914945,5,0
1481918544,4,0
1481920884,0,2
1481922205,0,1
1481925747,4,0
1481929344,3,1
1481931024,1,0
1481933005,0,2
1481936604,2,0
1481940144,2,1
1481943805,0,4
1481947405,2,5
1481949504,3,0
1481951004,0,3
1481954605,4,3
1481959884,4,3
1481965344,2,0
1481967804,0,3
1481968944,0,1
1481972604,2,0
1481976206,1,0
1481978544,1,1
1481979804,0,1
1481983406,2,1
1481987005,2,1
1481988684,0,4
1481994206,3,3
1481996665,2,2
1482001407,4,3
1482004945,1,0
1482007345,2,1
1482008604,0,4
1482012146,5,1
1482015806,2,2
1482017485,1,0
1482023005,4,4
1482026545,0,1
1482030207,0,2
1482033746,1,3
1482035485,2,4
1482041005,1,2
1482044546,2,3
1482046285,3,1
1482048146,0,2
1482051746,3,1
1482054086,3,0
1482059006,3,3
1482062605,3,2
1482066206,0,1
1482069805,1,1
1482073345,2,3
1482076945,0,5
1482080607,3,0
1482083666,3,2
1482084206,0,4
1482087807,4,3
1482093746,1,1
1482098606,5,3
1482102148,4,2
1482103886,1,0
1482109347,1,3
1482116606,2,2
1482120146,2,5
1482122426,2,5
1482123748,0,3
1482127348,0,2
1482131008,3,0
1482132687,2,1
1482138210,4,0
1482141807,0,7
1482145407,2,0
1482148948,2,1
1482151107,1,0
1482156206,1,6
1482159806,0,1
1482161428,3,0
1482163408,0,3
1482170607,0,3
1482174147,2,1
1482177809,5,0
1482179667,1,1
1482185009,1,4
