DateTime,AddedIPs,RemovedIPs
1481136114,2,6
1481137920,256,256
1481139176,2,2
1481141811,4,2
1481144174,256,256
1481145989,518,516
1481148979,3,1
1481152575,2,6
1481154257,4,0
1481156376,8,2
1481157736,256,256
1481159796,22,7
1481163392,5,3
1481166975,4,7
1481170579,3,33
1481174174,4,2
1481177527,0,12
1481177764,0,700
1481177793,0,1
1481181419,2,4
1481182038,2,2
1481184990,2,3
1481187002,257,256
1481187302,2,0
1481188633,2,4
1481191216,12,0
1481192408,703,2
1481195803,2,2
1481199605,3,4
1481203005,6,4
1481206805,2309,2306
1481208602,256,256
1481209925,512,512
1481210402,4,3
1481213950,257,259
1481216174,2048,28928
1481217608,258,257
1481219106,1,0
1481219526,256,256
1481223002,4,1
1481225285,256,256
1481227505,3,10
1481229905,7,2
1481230202,256,256
1481231513,256,256
1481232302,3,5
1481235602,3,3
1481237105,1,0
1481239212,6,3
1481241602,1,0
1481242505,256,256
1481243050,6,1
1481244602,256,256
1481245911,1,1
1481246402,22,2
1481249790,3,2
1481253614,4,9
1481257445,1,23
1481260324,256,256
1481260516,4,9
1481264402,3,4
1481268002,12,2
1481271847,2,2
1481273767,0,1
1481275212,1,3
1481275687,0,1
1481278515,2,4
1481280309,2,0
1481282160,4,5
1481283906,2,0
1481286002,5,3
1481289405,6,2
1481292982,5,3
1481296812,2,4
1481297238,2816,2816
1481300653,1,3
1481302204,256,256
1481302802,0,29952
1481303514,256,256
1481305802,3,5
1481307309,0,2
1481308332,5,2
1481310718,256,256
1481314094,1,3
1481316009,3,4
1481317939,768,768
1481319023,2,0
1481319323,256,256
1481322394,512,512
1481322602,4,5
1481325323,4,2
1481328952,12,3
1481330399,256,256
1481332802,16,5
1481334306,1,0
1481337905,5,6
1481340376,2,7
1481343607,3,15
1481346971,2,5
1481350723,4,4
1481354415,2,2
1481358149,1,5
1481361602,3,3
1481365437,0,1
1481368806,0,2
1481369182,2560,2560
1481370740,256,256
1481374203,6,2
1481376302,3,4
1481377802,256,256
1481379402,3,3
